ID,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
868,2022,SE,FT,Data Analyst,201000,USD,201000,US,100,US,M
869,2022,SE,FT,Data Analyst,89200,USD,89200,US,100,US,M
870,2022,SE,FT,Data Scientist,165000,USD,165000,US,0,US,M
871,2022,SE,FT,Data Scientist,125000,USD,125000,US,0,US,M
872,2022,SE,FT,Applied Scientist,230000,USD,230000,US,100,US,M
873,2022,SE,FT,Applied Scientist,196000,USD,196000,US,100,US,M
874,2022,MI,FT,Machine Learning Engineer,130000,USD,130000,US,0,US,M
875,2022,MI,FT,Machine Learning Engineer,90000,USD,90000,US,0,US,M
876,2022,MI,FT,Machine Learning Researcher,150000,USD,150000,US,100,US,M
877,2022,MI,FT,Machine Learning Researcher,100000,USD,100000,US,100,US,M
878,2022,MI,FT,Machine Learning Engineer,230000,USD,230000,US,0,US,M
879,2022,MI,FT,Machine Learning Engineer,150000,USD,150000,US,0,US,M
880,2022,SE,FT,Data Engineer,153600,USD,153600,US,0,US,M
881,2022,SE,FT,Data Engineer,106800,USD,106800,US,0,US,M
882,2022,MI,FT,Machine Learning Researcher,130000,USD,130000,US,100,US,M
883,2022,MI,FT,Machine Learning Researcher,100000,USD,100000,US,100,US,M
884,2022,SE,FT,Data Engineer,216000,USD,216000,US,100,US,M
885,2022,SE,FT,Data Engineer,144000,USD,144000,US,100,US,M
886,2022,MI,FT,Data Scientist,180000,USD,180000,US,0,US,M
887,2022,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M
888,2022,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M
889,2022,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M
890,2022,SE,FT,Data Analyst,192500,USD,192500,US,100,US,M
891,2022,SE,FT,Data Analyst,140000,USD,140000,US,100,US,M
892,2022,SE,FT,Data Engineer,152500,USD,152500,US,0,US,M
893,2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
894,2022,SE,FT,Data Analyst,65000,USD,65000,US,100,US,M
895,2022,SE,FT,Data Analyst,55000,USD,55000,US,100,US,M
896,2022,SE,FT,Data Engineer,178750,USD,178750,US,0,US,M
897,2022,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M
898,2022,MI,FT,Data Scientist,60000,EUR,63040,FR,100,FR,M
899,2022,MI,FT,Data Scientist,50000,EUR,52533,FR,100,FR,M
900,2022,MI,FT,Machine Learning Scientist,165000,USD,165000,US,0,US,M
901,2022,MI,FT,Machine Learning Scientist,135000,USD,135000,US,0,US,M
902,2022,SE,FT,Analytics Engineer,170000,USD,170000,US,100,US,M
903,2022,SE,FT,Analytics Engineer,125000,USD,125000,US,100,US,M
904,2022,SE,FT,Data Engineer,105000,USD,105000,US,0,US,M
905,2022,SE,FT,Data Engineer,70000,USD,70000,US,0,US,M
906,2022,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M
907,2022,SE,FT,Data Scientist,95000,USD,95000,US,0,US,M
908,2022,SE,FT,Data Scientist,203500,USD,203500,US,0,US,M
909,2022,SE,FT,Data Scientist,152000,USD,152000,US,0,US,M
910,2022,SE,FT,Data Engineer,197430,USD,197430,US,100,US,M
911,2022,SE,FT,Data Engineer,134760,USD,134760,US,100,US,M
912,2022,MI,FT,Data Scientist,120000,USD,120000,US,100,US,M
913,2022,SE,FT,Data Engineer,197000,USD,197000,US,0,US,M
914,2022,SE,FT,Data Engineer,99000,USD,99000,US,0,US,M
915,2022,SE,FT,Data Engineer,220000,USD,220000,US,100,US,M
916,2022,SE,FT,Data Engineer,162000,USD,162000,US,100,US,M
917,2022,MI,FT,Data Engineer,105120,EUR,110446,LT,0,LT,M
918,2022,MI,FT,Data Engineer,75360,EUR,79178,LT,0,LT,M
919,2022,MI,FT,Data Science Consultant,57000,GBP,70186,GB,0,GB,M
920,2022,MI,FT,Data Science Consultant,42000,GBP,51716,GB,0,GB,M
921,2022,SE,FT,Data Architect,149040,USD,149040,US,100,US,M
922,2022,SE,FT,Data Architect,113900,USD,113900,US,100,US,M
923,2022,SE,FT,Data Analyst,171000,USD,171000,US,100,AU,L
924,2022,EN,FT,Data Analytics Engineer,13000,USD,13000,AR,100,AR,S
925,2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
926,2022,SE,FT,Data Engineer,78000,USD,78000,US,0,US,M
927,2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
928,2022,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M
929,2022,SE,FT,Data Specialist,110000,USD,110000,US,0,US,M
930,2022,SE,FT,Data Specialist,70000,USD,70000,US,0,US,M
931,2022,EN,FL,Data Analytics Consultant,50000,USD,50000,BE,100,US,S
932,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
933,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
934,2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
935,2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
936,2022,SE,FT,Data Engineer,230000,USD,230000,US,100,US,M
937,2022,SE,FT,Data Engineer,154600,USD,154600,US,100,US,M
938,2022,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
939,2022,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
940,2022,MI,FT,Data Engineer,160000,USD,160000,US,100,US,M
941,2022,MI,FT,Data Engineer,75000,USD,75000,US,100,US,M
942,2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M
943,2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M
944,2022,SE,FT,Data Engineer,213000,USD,213000,US,0,US,M
945,2022,SE,FT,Data Engineer,152000,USD,152000,US,0,US,M
946,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
947,2022,SE,FT,Data Scientist,120000,USD,120000,US,100,US,M
948,2022,SE,FT,Data Scientist,110000,USD,110000,US,0,US,M
949,2022,SE,FT,Data Scientist,70000,USD,70000,US,0,US,M
950,2022,SE,FT,Machine Learning Software Engineer,227200,USD,227200,CA,100,CA,M
951,2022,SE,FT,Machine Learning Software Engineer,168000,USD,168000,CA,100,CA,M
952,2022,MI,FT,Data Scientist,61000,EUR,64090,DE,0,DE,M
953,2022,MI,FT,Data Scientist,58000,EUR,60938,DE,0,DE,M
954,2022,SE,FT,ML Engineer,243000,USD,243000,US,100,US,M
955,2022,SE,FT,ML Engineer,183000,USD,183000,US,100,US,M
956,2022,SE,FT,Data Engineer,175000,USD,175000,US,0,US,M
957,2022,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M
958,2022,MI,FT,Data Scientist,130000,USD,130000,US,100,US,M
959,2022,MI,FT,Data Scientist,90000,USD,90000,US,100,US,M
960,2022,MI,FT,Data Analyst,165000,USD,165000,US,0,US,M
961,2022,MI,FT,Data Analyst,124000,USD,124000,US,0,US,M
962,2022,SE,FT,Data Engineer,178000,USD,178000,CA,0,CA,M
963,2022,SE,FT,Data Engineer,132000,USD,132000,CA,0,CA,M
964,2022,SE,FT,Data Engineer,300000,USD,300000,US,0,US,M
965,2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
966,2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
967,2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M
968,2022,SE,FT,Data Analyst,116000,USD,116000,US,100,US,M
969,2022,SE,FT,Data Analyst,96000,USD,96000,US,100,US,M
970,2022,SE,FT,Data Analyst,75000,GBP,92350,GB,0,GB,M
971,2022,SE,FT,Data Analyst,57000,GBP,70186,GB,0,GB,M
972,2022,SE,FT,Data Analyst,105000,USD,105000,US,0,US,M
973,2022,SE,FT,Data Analyst,70000,USD,70000,US,0,US,M
974,2022,MI,FT,Machine Learning Researcher,137000,CAD,105236,CA,50,CA,L
975,2022,SE,FT,Data Engineer,194000,USD,194000,US,100,US,M
976,2022,SE,FT,Data Engineer,129400,USD,129400,US,100,US,M
977,2022,SE,FT,Data Architect,190000,USD,190000,US,100,US,M
978,2022,SE,FT,Data Architect,135000,USD,135000,US,100,US,M
979,2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
980,2022,SE,FT,Data Analyst,70000,USD,70000,US,0,US,M
981,2022,EN,FT,Machine Learning Engineer,189750,USD,189750,US,0,US,M
982,2022,EN,FT,Machine Learning Engineer,140250,USD,140250,US,0,US,M
983,2022,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
984,2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
985,2022,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M
986,2022,MI,FT,Data Analyst,109000,USD,109000,US,0,US,M
987,2022,SE,FT,Research Engineer,250000,USD,250000,US,0,US,M
988,2022,SE,FT,Research Engineer,150000,USD,150000,US,0,US,M
989,2022,MI,FT,Data Analyst,206000,USD,206000,US,0,US,M
990,2022,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M
991,2022,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M
992,2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
993,2022,SE,FT,Machine Learning Engineer,110000,EUR,115573,FR,100,FR,M
994,2022,SE,FT,Machine Learning Engineer,70000,EUR,73546,FR,100,FR,M
995,2022,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M
996,2022,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M
997,2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
998,2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
999,2022,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M
1000,2022,MI,FT,Data Engineer,95000,USD,95000,US,0,US,M
1001,2022,SE,FT,Data Engineer,65000,EUR,68293,ES,0,ES,M
1002,2022,SE,FT,Data Engineer,40000,EUR,42026,ES,0,ES,M
1003,2022,SE,FT,Data Engineer,191200,USD,191200,US,0,US,M
1004,2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
1005,2022,SE,FT,Data Engineer,191200,USD,191200,US,0,US,M
1006,2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
1007,2022,EN,FT,Machine Learning Research Engineer,63000,EUR,66192,DE,50,DE,L
1008,2022,EN,FT,3D Computer Vision Researcher,50000,USD,50000,US,100,CR,S
1009,2022,SE,FT,Data Engineer,230000,USD,230000,US,0,US,L
1010,2022,SE,FT,Data Engineer,154600,USD,154600,US,0,US,L
1011,2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
1012,2022,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M
1013,2022,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
1014,2022,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
1015,2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
1016,2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M
1017,2022,MI,FT,Data Analyst,80000,USD,80000,US,100,US,L
1018,2022,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M
1019,2022,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M
1020,2022,SE,FT,Analytics Engineer,135000,USD,135000,US,0,US,M
1021,2022,SE,FT,Analytics Engineer,110000,USD,110000,US,0,US,M
1022,2022,MI,FT,Data Analytics Manager,155000,USD,155000,US,0,US,M
1023,2022,MI,FT,Data Analytics Manager,140000,USD,140000,US,0,US,M
1024,2022,SE,FT,Data Engineer,205000,USD,205000,US,100,US,M
1025,2022,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M
1026,2022,SE,FT,Data Engineer,179500,USD,179500,US,0,US,M
1027,2022,SE,FT,Data Engineer,134000,USD,134000,US,0,US,M
1028,2022,MI,FT,Data Scientist,180000,USD,180000,US,0,US,M
1029,2022,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M
1030,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
1031,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
1032,2022,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
1033,2022,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M
1034,2022,SE,FT,Data Architect,235000,USD,235000,US,100,US,M
1035,2022,SE,FT,Data Architect,175000,USD,175000,US,100,US,M
1036,2022,EN,FT,Data Science Consultant,26000,EUR,27317,ES,50,ES,L
1037,2022,MI,FT,Data Engineer,160000,USD,160000,US,100,US,M
1038,2022,MI,FT,Data Engineer,90000,USD,90000,US,100,US,M
1039,2022,SE,FT,Data Engineer,65000,EUR,68293,ES,0,ES,M
1040,2022,SE,FT,Data Engineer,35000,EUR,36773,ES,0,ES,M
1041,2022,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M
1042,2022,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M
1043,2022,MI,FT,Data Specialist,165000,USD,165000,US,0,US,M
1044,2022,MI,FT,Data Specialist,135000,USD,135000,US,0,US,M
1045,2022,SE,FT,Data Engineer,168400,USD,168400,US,0,US,M
1046,2022,SE,FT,Data Engineer,105200,USD,105200,US,0,US,M
1047,2022,MI,FT,Deep Learning Engineer,70000,GBP,86193,GB,100,GB,M
1048,2022,MI,FT,Deep Learning Engineer,40000,GBP,49253,GB,100,GB,M
1049,2022,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M
1050,2022,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M
1051,2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M
1052,2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M
1053,2022,SE,FT,Data Scientist,198800,USD,198800,US,0,US,M
1054,2022,SE,FT,Data Scientist,122600,USD,122600,US,0,US,M
1055,2022,EN,FL,Machine Learning Engineer,100000,USD,100000,IR,100,IR,M
1056,2022,MI,FT,BI Data Analyst,100000,EUR,105066,FR,50,FR,M
1057,2022,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
1058,2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
1059,2022,MI,FT,Analytics Engineer,85000,GBP,104663,GB,0,GB,M
1060,2022,MI,FT,Analytics Engineer,60000,GBP,73880,GB,0,GB,M
1061,2022,SE,FT,Data Engineer,125000,USD,125000,US,100,US,M
1062,2022,SE,FT,Data Engineer,110000,USD,110000,US,100,US,M
1063,2022,MI,FT,Data Analyst,165000,USD,165000,US,0,US,M
1064,2022,MI,FT,Data Analyst,124000,USD,124000,US,0,US,M
1065,2022,SE,FT,Data Scientist,148000,USD,148000,US,100,US,M
1066,2022,SE,FT,Data Scientist,107000,USD,107000,US,100,US,M
1067,2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
1068,2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
1069,2022,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M
1070,2022,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M
1071,2022,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M
1072,2022,MI,FT,Data Engineer,95000,USD,95000,US,0,US,M
1073,2022,SE,FT,Data Engineer,153600,USD,153600,US,0,US,M
1074,2022,SE,FT,Data Engineer,106800,USD,106800,US,0,US,M
1075,2022,MI,FT,Data Analyst,100000,USD,100000,CA,0,CA,M
1076,2022,MI,FT,Data Analyst,65000,USD,65000,CA,0,CA,M
1077,2022,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M
1078,2022,MI,FT,Data Engineer,95000,USD,95000,US,0,US,M
1079,2022,SE,FT,Data Engineer,60000,EUR,63040,PT,0,PT,M
1080,2022,SE,FT,Data Engineer,35000,EUR,36773,PT,0,PT,M
1081,2022,EX,FT,Data Engineer,310000,USD,310000,US,100,US,M
1082,2022,EX,FT,Data Engineer,239000,USD,239000,US,100,US,M
1083,2022,SE,FT,Data Science Manager,299500,USD,299500,US,0,US,M
1084,2022,SE,FT,Data Science Manager,245100,USD,245100,US,0,US,M
1085,2022,SE,FT,Data Scientist,168000,USD,168000,US,100,US,M
1086,2022,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
1087,2022,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M
1088,2022,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M
1089,2022,MI,FT,Data Engineer,161000,USD,161000,US,100,US,M
1090,2022,MI,FT,Data Engineer,118000,USD,118000,US,100,US,M
1091,2022,SE,FT,Applied Scientist,205000,USD,205000,US,100,US,M
1092,2022,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M
1093,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
1094,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
1095,2022,SE,FT,Data Science Manager,247500,USD,247500,US,0,US,M
1096,2022,SE,FT,Data Science Manager,172200,USD,172200,US,0,US,M
1097,2022,SE,FT,Data Management Specialist,65000,EUR,68293,IT,0,IT,L
1098,2022,SE,FT,Data Analyst,177000,USD,177000,US,0,US,M
1099,2022,SE,FT,Data Analyst,131000,USD,131000,US,0,US,M
1100,2022,SE,FT,Applied Scientist,205000,USD,205000,US,100,US,M
1101,2022,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M
1102,2022,SE,FT,Data Engineer,146000,USD,146000,US,0,US,M
1103,2022,SE,FT,Data Engineer,102000,USD,102000,US,0,US,M
1104,2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
1105,2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M
1106,2022,SE,FT,Applied Scientist,230000,USD,230000,US,100,US,M
1107,2022,SE,FT,Applied Scientist,196000,USD,196000,US,100,US,M
1108,2022,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M
1109,2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
1110,2022,MI,FT,Data Engineer,80000,USD,80000,US,0,US,M
1111,2022,MI,FT,Data Engineer,65000,USD,65000,US,0,US,M
1112,2022,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M
1113,2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
1114,2022,SE,FT,Data Engineer,50000,GBP,61566,GB,100,GB,M
1115,2022,SE,FT,Data Engineer,35000,GBP,43096,GB,100,GB,M
1116,2022,MI,FT,Data Engineer,175000,USD,175000,US,100,US,M
1117,2022,MI,FT,Data Engineer,135000,USD,135000,US,100,US,M
1118,2022,EN,FT,Data Scientist,80000,USD,80000,US,0,US,M
1119,2022,SE,FT,Data Engineer,231250,USD,231250,US,100,US,M
1120,2022,SE,FT,Data Engineer,138750,USD,138750,US,100,US,M
1121,2022,SE,FT,Analytics Engineer,193750,USD,193750,US,100,US,M
1122,2022,SE,FT,Analytics Engineer,116250,USD,116250,US,100,US,M
1123,2022,SE,FT,Data Engineer,231250,USD,231250,US,100,US,M
1124,2022,SE,FT,Data Engineer,138750,USD,138750,US,100,US,M
1125,2022,SE,FT,Analytics Engineer,231250,USD,231250,US,100,US,M
1126,2022,SE,FT,Analytics Engineer,138750,USD,138750,US,100,US,M
1127,2022,SE,FT,Analytics Engineer,231250,USD,231250,US,100,US,M
1128,2022,SE,FT,Analytics Engineer,138750,USD,138750,US,100,US,M
1129,2022,SE,FT,Data Engineer,193750,USD,193750,US,100,US,M
1130,2022,SE,FT,Data Engineer,116250,USD,116250,US,100,US,M
1131,2022,SE,FT,Data Scientist,208000,USD,208000,US,100,US,M
1132,2022,SE,FT,Data Scientist,127000,USD,127000,US,100,US,M
1133,2022,SE,FT,Research Scientist,300000,USD,300000,US,100,US,M
1134,2022,SE,FT,Research Scientist,196000,USD,196000,US,100,US,M
1135,2022,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
1136,2022,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
1137,2022,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M
1138,2022,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M
1139,2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M
1140,2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M
1141,2022,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
1142,2022,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
1143,2022,SE,FT,Data Scientist,205000,USD,205000,US,100,US,M
1144,2022,SE,FT,Data Scientist,185000,USD,185000,US,100,US,M
1145,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
1146,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
1147,2022,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M
1148,2022,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M
1149,2022,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M
1150,2022,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M
1151,2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
1152,2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
1153,2022,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M
1154,2022,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M
1155,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
1156,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
1157,2022,SE,FT,Applied Scientist,205000,USD,205000,US,100,US,M
1158,2022,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M
1159,2022,EN,FT,Data Scientist,6600000,HUF,17684,HU,100,HU,M
1160,2022,SE,FT,Data Science Tech Lead,375000,USD,375000,US,50,US,L
1161,2022,SE,FT,Data Engineer,191200,USD,191200,US,0,US,M
1162,2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
1163,2022,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
1164,2022,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
1165,2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
1166,2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M
1167,2022,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
1168,2022,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
1169,2022,MI,FT,Machine Learning Engineer,85000,GBP,104663,GB,0,GB,M
1170,2022,MI,FT,Machine Learning Engineer,65000,GBP,80036,GB,0,GB,M
1171,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
1172,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
1173,2022,SE,FT,Data Scientist,140700,USD,140700,US,0,US,M
1174,2022,SE,FT,Data Scientist,93800,USD,93800,US,0,US,M
1175,2022,SE,FT,Data Scientist,350000,USD,350000,US,100,US,M
1176,2022,SE,FT,Data Scientist,135000,USD,135000,US,100,US,M
1177,2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M
1178,2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M
1179,2022,EN,PT,BI Analyst,12000,USD,12000,MX,100,US,L
1180,2022,MI,FT,Machine Learning Engineer,100000,CHF,104697,CH,100,CH,L
1181,2022,EN,FT,Machine Learning Developer,33000,USD,33000,IT,100,DE,S
1182,2022,EN,FT,Machine Learning Scientist,33000,EUR,34672,IT,100,DE,S
1183,2022,SE,FT,Machine Learning Engineer,201000,USD,201000,US,0,US,M
1184,2022,SE,FT,Machine Learning Engineer,119000,USD,119000,US,0,US,M
1185,2022,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M
1186,2022,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M
1187,2022,SE,FT,Data Analyst,154560,USD,154560,US,0,US,M
1188,2022,SE,FT,Data Analyst,123648,USD,123648,US,0,US,M
1189,2022,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
1190,2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
1191,2022,MI,FT,Data Engineer,170000,USD,170000,US,0,US,M
1192,2022,MI,FT,Data Engineer,145000,USD,145000,US,0,US,M
1193,2022,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M
1194,2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
1195,2022,SE,FT,Data Scientist,247500,USD,247500,US,0,US,M
1196,2022,SE,FT,Data Scientist,172200,USD,172200,US,0,US,M
1197,2022,SE,FT,Data Scientist,177500,USD,177500,US,100,US,M
1198,2022,SE,FT,Data Scientist,134000,USD,134000,US,100,US,M
1199,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
1200,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
1201,2022,SE,FT,Data Architect,192564,USD,192564,US,100,US,M
1202,2022,SE,FT,Data Architect,144854,USD,144854,US,100,US,M
1203,2022,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
1204,2022,SE,FT,Data Analyst,105000,USD,105000,US,0,US,M
1205,2022,SE,FT,Data Engineer,179305,USD,179305,US,100,US,M
1206,2022,SE,FT,Data Engineer,142127,USD,142127,US,100,US,M
1207,2022,SE,FT,Data Engineer,315000,USD,315000,US,100,US,M
1208,2022,SE,FT,Data Engineer,225000,USD,225000,US,100,US,M
1209,2022,SE,FT,Data Scientist,243900,USD,243900,US,100,US,M
1210,2022,SE,FT,Data Scientist,156600,USD,156600,US,100,US,M
1211,2022,MI,FT,Data Analyst,206000,USD,206000,US,0,US,M
1212,2022,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M
1213,2022,MI,FT,Data Analyst,109000,USD,109000,US,0,US,M
1214,2022,MI,FT,Data Analyst,79000,USD,79000,US,0,US,M
1215,2022,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M
1216,2022,MI,FT,Data Analyst,109000,USD,109000,US,0,US,M
1217,2022,MI,FT,Data Scientist Lead,85000,EUR,89306,AT,50,AT,L
1218,2022,SE,FT,Data Engineer,182500,USD,182500,US,100,US,M
1219,2022,SE,FT,Data Engineer,128500,USD,128500,US,100,US,M
1220,2022,MI,FT,Data Engineer,160000,USD,160000,US,100,US,M
1221,2022,MI,FT,Data Engineer,90000,USD,90000,US,100,US,M
1222,2022,EN,FT,Data Manager,77300,USD,77300,US,100,US,M
1223,2022,EN,FT,Data Manager,45600,USD,45600,US,100,US,M
1224,2022,SE,FT,Data Analyst,127000,USD,127000,US,100,US,M
1225,2022,SE,FT,Data Analyst,110000,USD,110000,US,100,US,M
1226,2022,SE,FT,Data Architect,210000,USD,210000,US,100,US,M
1227,2022,SE,FT,Data Architect,136000,USD,136000,US,100,US,M
1228,2022,SE,FT,Cloud Data Engineer,12000,EUR,12608,SK,100,SK,S
1229,2022,SE,FT,Data Engineer,170000,USD,170000,US,100,US,M
1230,2022,SE,FT,Data Engineer,140000,USD,140000,US,100,US,M
1231,2022,SE,FT,Data Engineer,247500,USD,247500,US,0,US,M
1232,2022,SE,FT,Data Engineer,172200,USD,172200,US,0,US,M
1233,2022,SE,FT,Data Engineer,225000,USD,225000,US,0,US,M
1234,2022,SE,FT,Data Engineer,184100,USD,184100,US,0,US,M
1235,2022,MI,FT,Machine Learning Engineer,130000,USD,130000,US,0,US,M
1236,2022,MI,FT,Machine Learning Engineer,90000,USD,90000,US,0,US,M
1237,2022,MI,FT,Data Scientist,120000,USD,120000,US,100,US,M
1238,2022,MI,FT,Data Scientist,100000,USD,100000,US,100,US,M
1239,2022,MI,FT,Data Scientist,85000,USD,85000,US,100,US,M
1240,2022,MI,FT,Data Scientist,78000,USD,78000,US,100,US,M
1241,2022,SE,FT,Data Engineer,161000,USD,161000,US,100,US,M
1242,2022,SE,FT,Data Engineer,110000,USD,110000,US,100,US,M
1243,2022,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M
1244,2022,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M
1245,2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M
1246,2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M
1247,2022,EX,FT,Head of Data,205000,USD,205000,US,0,US,M
